torch implementation took 7.080 seconds to generate 1.486 seconds of audio
         3819036 function calls (3747018 primitive calls) in 9.506 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
       47    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
      317    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       18    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
        1    0.000    0.000    0.000    0.000 _color_data.py:989(<dictcomp>)
        1    0.000    0.000    0.000    0.000 curve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:748(PolarAxes)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
     1148    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
        1    0.000    0.000    0.000    0.000 weak.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:299(Wrt)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 model.py:1069(NativeFunctionsGroup)
      224    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 libintmath.py:127(<listcomp>)
       49    0.000    0.000    0.000    0.000 numbers.py:257(<listcomp>)
        3    0.000    0.000    0.000    0.000 traceback.py:388(format)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:1(<module>)
      743    0.000    0.000    0.000    0.000 _pytree.py:932(<listcomp>)
        1    0.000    0.000    0.000    0.000 parabola.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorator.py:65(non_deterministic)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:419(DataFlowNode)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
       24    0.000    0.000    0.000    0.000 datapipe.py:132(register_datapipe_as_function)
        6    0.000    0.000    0.000    0.000 typing.py:1185(get_type_hints)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
       49    0.000    0.000    0.000    0.000 c_parser.py:902(p_init_declarator)
        1    0.000    0.000    0.000    0.000 meta_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:462(_make_selector)
        1    0.000    0.000    0.000    0.000 streamreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datapipe.py:35(IterDataPipe)
       56    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
     1291    0.000    0.000    0.000    0.000 enum.py:753(value)
        1    0.000    0.000    0.000    0.000 _dill.py:321(Pickler)
       28    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
       24    0.000    0.000    0.000    0.000 numbers.py:1399(__ne__)
      340    0.000    0.000    0.000    0.000 dataclasses.py:595(_is_classvar)
      308    0.000    0.000    0.000    0.000 rcsetup.py:803(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(__init__)
       31    0.000    0.000    0.000    0.000 _methods.py:54(_any)
      845    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
      369    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:373(<dictcomp>)
       52    0.000    0.000    0.000    0.000 sympy_parser.py:665(repeated_decimals)
       24    0.000    0.000    0.000    0.000 numbers.py:2211(__rmul__)
       23    0.000    0.000    0.000    0.000 power.py:46(integer_nthroot)
        1    0.000    0.000    0.000    0.000 conv.py:462(Conv3d)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:96(init_builtins)
        1    0.000    0.000    0.000    0.000 series_class.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:834(accessor_function)
       35    0.000    0.000    0.000    0.000 inspect.py:182(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 mathml.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.000    0.000 libelefun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:2541(parse)
        1    0.000    0.000    0.000    0.000 pathlib.py:314(compile_pattern)
     1424    0.000    0.000    0.000    0.000 _builtins.py:137(_is_special_functional_bound_op)
       88    0.000    0.000    0.000    0.000 model.py:213(<listcomp>)
      208    0.000    0.000    0.000    0.000 ctx_fp.py:51(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 patches.py:1898(Arc)
      361    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
        1    0.000    0.000    0.000    0.000 combinatorics.py:17(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:343(get_makefile_filename)
      822    0.000    0.000    0.000    0.000 prefixes.py:57(scale_factor)
      358    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 profiler.py:69(_KinetoProfile)
      359    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       18    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        5    0.000    0.000    0.000    0.000 core.py:1392(__radd__)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
      292    0.000    0.000    0.000    0.000 operations.py:91(<listcomp>)
        2    0.000    0.000    0.000    0.000 embedding_ops.py:1(<module>)
     1514    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
        1    0.000    0.000    0.000    0.000 _import_utils.py:21(dill_available)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
     2061    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:101(TensorKey)
       32    0.000    0.000    0.000    0.000 colors.py:479(<setcomp>)
        1    0.000    0.000    0.000    0.000 model.py:2469(parse)
       39    0.000    0.000    0.000    0.000 pathlib.py:728(__fspath__)
        1    0.000    0.000    0.000    0.000 adaptive.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:327(<listcomp>)
        6    0.000    0.000    0.000    0.000 power.py:830(_eval_is_polar)
        1    0.000    0.000    0.000    0.000 flatten.py:55(Unflatten)
        5    0.000    0.000    0.000    0.000 dimensions.py:243(__rtruediv__)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1951(_TritonLibrary)
        1    0.000    0.000    0.000    0.000 sampler.py:245(BatchSampler)
        1    0.000    0.000    0.000    0.000 vmap.py:9(<module>)
        1    0.000    0.000    0.000    0.000 powerset.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
       13    0.000    0.000    0.000    0.000 pathlib.py:933(__truediv__)
       10    0.000    0.000    0.000    0.000 numbers.py:2139(__divmod__)
        1    0.000    0.000    0.000    0.000 instancenorm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:448(profile)
        1    0.000    0.000    0.000    0.000 _import_utils.py:7(_check_module_exists)
        1    0.000    0.000    0.000    0.000 data_parallel.py:46(DataParallel)
        1    0.000    0.000    0.000    0.000 container.py:250(ModuleList)
       31    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        3    0.000    0.000    0.000    0.000 autocast_mode.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        1    0.000    0.000    0.000    0.000 matrices.py:923(_handle_creation_inputs)
        2    0.000    0.000    0.000    0.000 facts.py:304(rules_beta)
        1    0.000    0.000    0.000    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
      898    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:619(CategoryElement)
       55    0.000    0.000    0.000    0.000 libmpf.py:64(dps_to_prec)
       10    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
        9    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
      142    0.000    0.000    0.000    0.000 assumptions.py:464(generator)
      208    0.000    0.000    0.000    0.000 copy.py:242(_keep_alive)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fuser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prufer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:158(_DerivedObserverOrFakeQuantize)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1176(OffsetImage)
        1    0.000    0.000    0.000    0.000 utils.py:455(OrderedSet)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:1(<module>)
       22    0.000    0.000    0.000    0.000 c10d_logger.py:71(_exception_logger)
      856    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _recursive.py:424(ConcreteTypeStore)
      848    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       79    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.000    0.000 logging_handlers.py:9(<module>)
      602    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:321(DistributedDataParallel)
        1    0.000    0.000    0.000    0.000 windows.py:1(<module>)
       79    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _comparison.py:485(NumberPair)
        8    0.000    0.000    0.000    0.000 _contextlib.py:69(context_decorator)
        2    0.000    0.000    0.000    0.000 pathlib.py:1281(mkdir)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:662(MemoryProfile)
      682    0.000    0.000    0.000    0.000 typing_extensions.py:3024(<listcomp>)
      325    0.000    0.000    0.000    0.000 dataclasses.py:468(_init_param)
        1    0.000    0.000    0.000    0.000 polytools.py:101(Poly)
      102    0.000    0.000    0.000    0.000 dataclasses.py:505(<dictcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
       13    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
       52    0.000    0.000    0.000    0.000 singleton.py:107(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method torch.all}
       42    0.000    0.000    0.000    0.000 results.py:533(copy)
       35    0.000    0.000    0.000    0.000 inspect.py:171(_has_code_flag)
     1224    0.000    0.000    0.000    0.000 {built-in method gmpy2.gmpy2.bit_length}
        4    0.000    0.000    0.000    0.000 colors.py:1628(_make_norm_from_scale)
      325    0.000    0.000    0.000    0.000 dataclasses.py:402(_field_assign)
        1    0.000    0.000    0.000    0.000 image.py:857(AxesImage)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
        1    0.000    0.000    0.000    0.000 graycode.py:1(<module>)
      208    0.000    0.000    0.000    0.000 ctx_mp_python.py:1012(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:10(partialclass)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
        2    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
     1230    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 patches.py:2249(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 _creation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 factor_.py:910(_factorint_small)
        1    0.000    0.000    0.000    0.000 wishart.py:1(<module>)
      117    0.000    0.000    0.000    0.000 re.py:331(filter)
      800    0.000    0.000    0.000    0.000 prefixes.py:53(abbrev)
       68    0.000    0.000    0.000    0.000 pickletools.py:1124(__init__)
      145    0.000    0.000    0.000    0.000 basic.py:392(__ne__)
        4    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        2    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:348(Proxy)
        1    0.000    0.000    0.000    0.000 patches.py:663(Rectangle)
     1863    0.000    0.000    0.000    0.000 __init__.py:770(<lambda>)
    68/33    0.000    0.000    0.000    0.000 fake_impls.py:130(impl_decorator)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendPath)
       82    0.000    0.000    0.000    0.000 model.py:264(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:105(_safe_realpath)
      800    0.000    0.000    0.000    0.000 prefixes.py:49(name)
        8    0.000    0.000    0.000    0.000 generate.py:659(primerange)
        1    0.000    0.000    0.000    0.000 gruntz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
      338    0.000    0.000    0.000    0.000 yacc.py:1382(__init__)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
